customer_id,name,city,signup_date,loyalty_tier,total_orders,total_spent,last_purchase_date,preferred_store,churned_flag
CU00235,Kriti Rane,Bengaluru,2024-12-18,Silver,4,17721.23,2024-04-09,S2,1
CU00236,Ishita Malhotra,Bengaluru,2024-12-26,Platinum,5,6059.95,2025-11-22,S3,0
CU00237,Rishi Sethi,Bengaluru,2024-08-01,Silver,2,3025.55,2024-10-22,S3,1
CU00238,Ishita Desai,Bengaluru,2025-02-11,Silver,6,14424.63,2024-06-14,S2,1
CU00239,Aryan Bhatia,Bengaluru,2025-08-28,Gold,7,9370.95,2025-11-29,S2,0
CU00240,Tanvi Bhatia,Bengaluru,2025-11-12,Silver,4,15572.73,2025-11-23,S2,0
CU00241,Meher Ahluwalia,Bengaluru,2025-01-08,Silver,1,3347.21,2025-11-25,S3,0
CU00242,Aditya Kapoor,Bengaluru,2025-06-27,Basic,7,13920.01,2025-11-25,S1,0
CU00243,Rohit Rane,Bengaluru,2024-05-20,Silver,4,10092.03,2024-04-13,S3,1
CU00244,Tanvi Ahluwalia,Bengaluru,2025-02-28,Basic,2,6362.51,2024-01-07,S2,1
CU00245,Manav Sethi,Bengaluru,2025-10-20,Silver,5,6476.82,2025-11-27,S1,0
CU00246,Aditya Desai,Bengaluru,2023-06-02,Basic,5,10036.73,2025-11-26,S1,0
CU00247,Kriti Ahluwalia,Bengaluru,2025-09-26,Basic,3,8990.32,2024-05-20,S1,1
CU00248,Meher Chopra,Bengaluru,2024-03-27,Basic,5,8535.9,2025-11-18,S1,0
CU00249,Dev Malhotra,Bengaluru,2025-05-09,Basic,5,17150.65,2024-06-03,S3,1
CU00250,Yash Chopra,Bengaluru,2024-04-16,Silver,5,8605.71,2025-11-12,S3,0
CU00251,Kabir Sethi,Bengaluru,2024-12-15,Basic,7,10788.55,2025-12-01,S2,0
CU00252,Aisha Desai,Bengaluru,2023-09-11,Silver,5,12250.29,2025-11-20,S3,0
CU00253,Naina Chatterjee,Bengaluru,2023-10-04,Basic,2,4655.38,2024-08-14,S2,1
CU00254,Meher Ahluwalia,Bengaluru,2024-09-13,Basic,3,10775.62,2025-11-29,S2,0
CU00255,Naina Ahluwalia,Bengaluru,2023-06-04,Gold,2,6665.91,2024-07-16,S2,1
CU00256,Zara Ahluwalia,Bengaluru,2023-06-07,Basic,3,12382.89,2025-11-26,S2,0
CU00257,Meher Chopra,Bengaluru,2023-11-27,Silver,1,4230.48,2025-11-22,S3,0
CU00258,Rohit Sethi,Bengaluru,2024-02-27,Silver,2,5731.53,2025-11-22,S1,0
CU00259,Ishita Bose,Bengaluru,2025-04-06,Gold,2,2453.98,2025-11-14,S1,0
CU00260,Simran Rane,Bengaluru,2024-09-12,Basic,3,11631.63,2025-11-24,S1,0
CU00261,Tanvi Chopra,Bengaluru,2025-04-06,Gold,2,6876.55,2025-11-10,S2,0
CU00262,Kabir Kapoor,Bengaluru,2025-10-04,Basic,2,3738.95,2025-11-14,S3,0
CU00263,Yash Chopra,Bengaluru,2023-09-10,Basic,5,12542.02,2025-11-20,S2,0
CU00264,Nandini Ahluwalia,Bengaluru,2025-05-23,Basic,5,18324.59,2025-11-13,S1,0
CU00265,Rohit Bose,Bengaluru,2025-07-15,Basic,3,8380.34,2025-11-21,S2,0
CU00266,Manav Ahluwalia,Bengaluru,2024-04-18,Silver,7,27710.45,2025-12-01,S1,0
CU00267,Ishita Rane,Bengaluru,2025-05-02,Basic,4,15365.06,2025-11-12,S3,0
CU00268,Rohit Chatterjee,Bengaluru,2024-07-01,Silver,4,17733.15,2025-11-21,S1,0
CU00269,Yash Malhotra,Bengaluru,2023-08-29,Basic,5,11092.15,2025-12-01,S3,0
CU00270,Dev Kapoor,Bengaluru,2025-06-23,Basic,3,13172.38,2025-11-28,S3,0
